TRINCIATI PER SIGARETTA;MAYA (20G);2759;180.0;1.0;1.0;3.6;0.2;8711213001860;8711213011869;10
SIGARETTE;PALL MALL SAN FRANCISCO (BLUE) KS DA 10;668;230.0;0.0;0.0;2.3;0.2;40318370;4031800001542;20
TRINCIATI PER SIGARETTA;MANITOU VIRGINIA GOLD;2487;180.0;0.4;0.4;5.4000006;0.3;4006396157850;NO;10
SIGARETTE;EURA;887;225.0;1.0;1.0;4.5;0.2;8027463108878;8027463208875;10
SIGARETTE;GLAMOUR BLUES SUPERSLIMS;2217;220.0;2.0;1.0;4.4;0.2;5903191017893;5903191017909;10
SIGARETTE;MARLBORO 100S ;819;260.0;0.0;0.0;5.2;0.2;87248432;8724800001822;10
SIGARETTE;LUCKY STRIKE GUSTO AUTENTICO DA 10;2613;240.0;1.0;1.0;2.4;0.2;59930976;5998900412526;20
SIGARETTE;DIANA ROSSA KS DA 10;621;230.0;1.0;1.0;2.3;0.2;87248227;8724800001167;20
SIGARETTE;GAULOISES BLONDES ROSSA;640;220.0;2.0;0.0;4.4;0.2;30003019;3258171910957;10
SIGARETTE;CORTINA SUPER SLIM ;222;250.0;1.0;1.0;5.0;0.2;40318448;4031800001436;10
TRINCIATI PER SIGARETTA;BLUES AMERICAN BLEND 30GR;2492;180.0;0.8;0.8;5.4000006;0.3;8027463181888;NO;10
SIGARETTE;MERIT BLU 100S ;256;260.0;1.0;1.0;5.2;0.2;87248463;8724800001624;10
SIGARETTE;MARLBORO SILVER DA 10;2687;260.0;0.0;0.0;2.6;0.2;87292398;8032817680696;20
SIGARETTE;BENSON & HEDGES RED DA 10;2980;210.0;0.0;0.0;2.1;0.2;90228643;4033100045882;20
SIGARETTE;FUTURA CLASSICA;604;220.0;0.0;0.0;4.4;0.2;8033765631051;8033765632058;10
SIGARI;TOSCANELLO CAFFϿϿ� DOLCE;2803;180.0;1.0;1.0;4.5;0.25;8059145102386;NO;10
TRINCIATI PER SIGARETTA;ORIGINAL TRADITION VANILLA;18408;175.0;1.1;1.1;3.5;0.2;5411808061431;NO;10
SIGARETTE;WINSTON BLUE 100'S;1784;225.0;1.0;1.0;4.5;0.2;40331423;4033100002427;10
TRINCIATI PER SIGARETTA;LUCKY STRIKE GUSTO AUTENTICO;2605;186.67;0.9;0.6;2.8000503;0.15;8723900202504;8723900202528;10
SIGARETTE;DAVIDOFF RICH BLUE;2009;250.0;0.0;0.0;5.0;0.2;4030600022139;NO;10
SIGARETTE;FORTUNA RED DA 10;1726;215.0;1.0;0.0;2.15;0.2;84160270;8416000600225;20
SIGARETTE;GLAMOUR PINKS SUPERSLIMS;2216;220.0;2.0;2.0;4.4;0.2;5903191017862;5903191017879;10
SIGARETTI;AGIO MINI MEHARI'S FILTER NATURAL 5;2752;96.0;0.2;0.2;1.2;0.125;8710622512066;NO;10
SIGARETTE;LUCKY STRIKE RED DA 10;1835;240.0;0.0;0.0;2.4;0.2;40318455;4031800001054;20
SIGARETTE;PALL MALL NEW ORLEANS (RED) 100'S;1749;225.0;1.0;1.0;4.5;0.2;40318318;3258171127409;10
SIGARETTE;YESMOKE 0.6;2072;210.0;8.0;6.0;4.2;0.2;8033254840513;8033254843118;10
SIGARETTE;YESMOKE MENTOLO 0.8;2683;210.0;1.0;1.0;4.2;0.2;8033254840315;NO;10
TRINCIATI PER SIGARETTA;ORIGINAL TRADITION TOBACCO;18406;175.0;0.0;0.0;3.5;0.2;5411808061424;NO;10
SIGARETTE;YESMOKE MENTOLO 0.4;2684;210.0;1.0;1.0;4.2;0.2;8033254840216;NO;10
SIGARI;CHE AROMA 5 WILDE CIGARROS;2729;140.0;0.6;0.6;3.5;0.25;8720400365968;8720400365975;10
SIGARETTE;PUEBLO BLUE;2181;225.0;1.0;1.0;4.5;0.2;4002450777637;NO;10
TRINCIATI PER SIGARETTA;VAN NELLE HALF ZWARE SHAG;566;185.0;0.1;0.1;7.4;0.4;8032817680252;NO;10
SIGARETTE;VOGUE FINE LILAS;868;260.0;0.0;0.0;5.2;0.2;40313917;4031300004340;10
TRINCIATI PER SIGARETTA;ORIGINAL TRADITION GOLD;18409;175.0;0.0;0.0;3.5;0.2;5411808061417;NO;10
TRINCIATI PER SIGARETTA;SAMSON HALFZWARE SHAG ORIGINAL BLEND;345;185.0;0.4;0.3;7.4;0.4;8723900208254;NO;10
TRINCIATI PER SIGARETTA;WINSTON 25G;2624;180.0;0.0;0.0;4.5;0.25;5010175817049;NO;10
SIGARETTE;DAVIDOFF SLIMS BLU;2865;250.0;0.0;0.0;5.0;0.2;4030600022917;4030600022924;10
TRINCIATI PER SIGARETTA;BREAK BLUE 80 GR;2745;195.0;0.0;0.0;15.599999;0.08;5710840081576;NO;1
SIGARETTI;VILLIGER KIEL JUNIOR SUMATRA;844;116.0;1.8;1.8;2.9;0.25;4069400261103;4069400261608;10
SIGARETTE;PETER STUYVESANT BLUE;1201;220.0;0.0;0.0;4.4;0.2;42067252;4030600007570;10
SIGARETTE;CHIARAVALLE VIRGINIA;2679;220.0;2.0;2.0;4.4;0.2;8033765631587;8033765632584;10
SIGARETTE;PALL MALL MANHATTAN (WHITE) KS 20'S;1214;225.0;3.0;2.0;4.5;0.2;40318325;4031800001306;10
SIGARETTE;FORTUNA RED 100'S;1904;215.0;0.0;-1.0;4.3;0.2;3258171934557;3258172934556;10
TRINCIATI PER SIGARETTA;CAMEL 80G;2689;181.25;0.8;0.6;14.5;0.4;4033100035470;NO;5
SIGARETTE;CAMEL SENZA FILTRO;263;240.0;1.0;1.0;4.8;0.2;40329307;4032900005003;10
SIGARETTE;PUEBLO;2099;225.0;1.0;0.0;4.5;0.2;4002450777644;4002450077645;10
SIGARETTI;AUSTIN FILTER CIGARILLOS;2211;74.0;0.0;0.0;3.7;0.5;54506718;5450524005091;10
SIGARETTE;CHIARAVALLE BURLEY &  VIRGINIA;2680;220.0;1.0;1.0;4.4;0.2;8033765631570;8033765632577;10
SIGARETTE;VOGUE LILAS;292;260.0;1.0;1.0;5.2;0.2;40318431;4031300009499;10
SIGARI;ANTICO TOSCANO 30 SIGARI;2576;360.0;1.0;1.0;54.000004;0.15;8059145201140;NO;1
SIGARETTE;PALL MALL SAN FRANCISCO (BLUE) KS 20'S;526;225.0;4.0;2.0;4.5;0.2;40318233;4031800001122;10
SIGARETTE;PETER STUYVESANT GOLD;352;220.0;1.0;1.0;4.4;0.2;40305028;4030600003268;10
SIGARETTE;CAMEL BLUE;478;240.0;7.0;1.0;4.8;0.2;40331591;4033100001598;10
SIGARETTE;FORTUNA BLUE 100'S;1905;215.0;0.0;0.0;4.3;0.2;3258171934564;3258172934563;10
SIGARETTE;LINDA;488;220.0;1.0;0.0;4.4;0.2;8033765631082;8033765632089;10
SIGARETTE;YESMOKE 0.3;2262;210.0;3.0;3.0;4.2;0.2;8033254841015;8033254843217;10
